course_id,year,term,department,major,course_code,course_title,level,instructor,enrolled,capacity,fill_rate,credits,avg_grade,pass_rate
10447,2021,Spring,Business,Accounting,ACC-528,Accounting Thesis Studio,500,Prof. Adler,33,39,0.846,3,3.93,0.918
10448,2021,Spring,Business,Accounting,ACC-151,Introduction to Accounting,100,Dr. Halpern,18,25,0.72,3,3.2,0.916
10449,2021,Spring,Business,Management,MGT-303,Management Theory,300,Prof. Mandel,16,16,1.0,3,3.78,0.963
10450,2021,Spring,Business,Management,MGT-152,Principles of Management,100,Dr. Friedman,36,36,1.0,4,3.62,0.889
10451,2021,Spring,Business,Management,MGT-256,Applied Management,200,Dr. Cohen,20,30,0.667,3,3.55,0.889
10452,2022,Fall,Business,Finance,FIN-323,Finance Theory,300,Prof. Stern,29,32,0.906,4,3.43,0.848
10453,2022,Fall,Business,Finance,FIN-208,Intermediate Finance,200,Dr. Levin,20,49,0.408,3,2.92,0.933
10454,2022,Fall,Business,Marketing,MKT-313,Advanced Marketing,300,Dr. Bram,16,26,0.615,4,2.95,0.892
10455,2022,Fall,Business,Marketing,MKT-538,Graduate Marketing,500,Prof. Goldberg,20,28,0.714,3,3.08,0.954
10456,2022,Fall,Business,Accounting,ACC-452,Accounting Capstone,400,Dr. Levin,35,35,1.0,3,3.19,0.94
10457,2022,Fall,Business,Accounting,ACC-107,Principles of Accounting,100,Dr. Weiss,30,34,0.882,3,2.85,0.888
10458,2022,Fall,Business,Management,MGT-255,Intermediate Management,200,Prof. Mandel,33,39,0.846,3,2.98,0.985
10459,2022,Fall,Business,Management,MGT-430,Senior Seminar in Management,400,Dr. Katz,15,22,0.682,3,3.38,0.841
10460,2022,Spring,Business,Finance,FIN-347,Topics in Finance,300,Dr. Levin,30,43,0.698,3,3.28,0.832
10461,2022,Spring,Business,Finance,FIN-341,Topics in Finance,300,Dr. Bram,32,37,0.865,3,2.99,0.878
10462,2022,Spring,Business,Finance,FIN-147,Foundations of Finance,100,Dr. Klein,29,29,1.0,3,3.53,0.932
10463,2022,Spring,Business,Marketing,MKT-125,Principles of Marketing,100,Prof. Schwartz,24,32,0.75,4,3.16,0.923
10464,2022,Spring,Business,Marketing,MKT-443,Marketing Capstone,400,Dr. Friedman,22,28,0.786,3,3.07,0.883
10465,2022,Spring,Business,Marketing,MKT-433,Marketing Research,400,Dr. Bram,26,27,0.963,3,3.02,1.0
10466,2022,Spring,Business,Accounting,ACC-118,Principles of Accounting,100,Prof. Schwartz,21,32,0.656,3,3.15,0.971
10467,2022,Spring,Business,Accounting,ACC-541,Graduate Accounting,500,Prof. Rosen,22,30,0.733,3,3.86,0.967
10468,2022,Spring,Business,Accounting,ACC-112,Introduction to Accounting,100,Dr. Friedman,33,38,0.868,3,3.0,0.925
10469,2022,Spring,Business,Accounting,ACC-254,Accounting Methods,200,Dr. Friedman,23,23,1.0,3,3.61,0.94
10470,2022,Spring,Business,Management,MGT-222,Applied Management,200,Dr. Weiss,18,23,0.783,3,2.97,0.891
10471,2022,Spring,Business,Management,MGT-227,Intermediate Management,200,Dr. Shapiro,28,30,0.933,3,3.09,0.934
10472,2022,Spring,Business,Management,MGT-132,Principles of Management,100,Dr. Levin,51,56,0.911,4,3.21,0.861
10473,2022,Spring,Business,Management,MGT-152,Foundations of Management,100,Dr. Klein,31,35,0.886,3,3.62,0.998
10474,2023,Fall,Business,Finance,FIN-156,Principles of Finance,100,Dr. Halpern,20,26,0.769,4,3.99,0.947
10475,2023,Fall,Business,Finance,FIN-218,Finance Methods,200,Prof. Mandel,9,15,0.6,3,3.71,0.874
10476,2023,Fall,Business,Finance,FIN-406,Finance Capstone,400,Dr. Weiss,39,40,0.975,3,3.43,0.935
10477,2023,Fall,Business,Marketing,MKT-301,Topics in Marketing,300,Dr. Weiss,40,43,0.93,3,3.66,0.908
10478,2023,Fall,Business,Marketing,MKT-321,Topics in Marketing,300,Prof. Schwartz,41,41,1.0,4,3.26,0.923
10479,2023,Fall,Business,Accounting,ACC-254,Intermediate Accounting,200,Prof. Stern,17,17,1.0,3,3.51,0.865
10480,2023,Fall,Business,Accounting,ACC-124,Foundations of Accounting,100,Prof. Stern,33,35,0.943,3,3.06,0.885
10481,2023,Fall,Business,Management,MGT-203,Intermediate Management,200,Dr. Klein,21,29,0.724,3,3.14,0.943
10482,2023,Fall,Business,Management,MGT-336,Topics in Management,300,Dr. Cohen,21,29,0.724,4,3.71,0.941
10483,2023,Fall,Business,Management,MGT-534,Graduate Management,500,Dr. Cohen,38,40,0.95,3,3.96,0.971
10484,2023,Spring,Business,Finance,FIN-144,Foundations of Finance,100,Prof. Schwartz,28,39,0.718,3,3.17,0.877
10485,2023,Spring,Business,Finance,FIN-149,Introduction to Finance,100,Dr. Bram,26,33,0.788,3,3.36,0.886
10486,2023,Spring,Business,Finance,FIN-150,Foundations of Finance,100,Prof. Adler,20,28,0.714,3,3.67,0.92
10487,2023,Spring,Business,Finance,FIN-140,Introduction to Finance,100,Dr. Levin,27,36,0.75,3,3.36,0.998
10488,2023,Spring,Business,Marketing,MKT-257,Marketing Methods,200,Dr. Klein,16,28,0.571,3,3.56,0.826
10489,2023,Spring,Business,Marketing,MKT-204,Applied Marketing,200,Prof. Schwartz,39,45,0.867,4,3.78,0.883
10490,2023,Spring,Business,Marketing,MKT-153,Foundations of Marketing,100,Dr. Bram,36,43,0.837,3,3.58,0.911
10491,2023,Spring,Business,Marketing,MKT-341,Advanced Marketing,300,Dr. Klein,30,32,0.938,3,4.0,0.956
10492,2023,Spring,Business,Accounting,ACC-155,Principles of Accounting,100,Dr. Bram,27,28,0.964,3,3.27,0.947
10493,2023,Spring,Business,Accounting,ACC-111,Principles of Accounting,100,Prof. Stern,31,44,0.705,3,3.0,0.839
10494,2023,Spring,Business,Accounting,ACC-140,Foundations of Accounting,100,Prof. Rosen,32,42,0.762,3,3.77,0.872
10495,2023,Spring,Business,Accounting,ACC-512,Accounting Practicum,500,Prof. Schwartz,20,23,0.87,3,3.63,0.927
10496,2023,Spring,Business,Management,MGT-216,Intermediate Management,200,Prof. Stern,15,28,0.536,4,3.72,0.836
10497,2023,Spring,Business,Management,MGT-456,Management Capstone,400,Prof. Stern,31,39,0.795,3,3.94,0.939
10498,2024,Fall,Business,Finance,FIN-133,Foundations of Finance,100,Dr. Bram,42,44,0.955,3,3.47,0.937
10499,2024,Fall,Business,Finance,FIN-247,Finance Methods,200,Dr. Friedman,21,39,0.538,3,2.96,1.0
10500,2024,Fall,Business,Marketing,MKT-102,Introduction to Marketing,100,Dr. Levin,20,34,0.588,4,3.24,0.954
10501,2024,Fall,Business,Marketing,MKT-221,Marketing Methods,200,Dr. Bram,36,53,0.679,3,3.44,0.925
10502,2024,Fall,Business,Marketing,MKT-358,Topics in Marketing,300,Dr. Weiss,27,27,1.0,4,3.65,0.923
10503,2024,Fall,Business,Accounting,ACC-332,Topics in Accounting,300,Dr. Friedman,35,40,0.875,3,2.75,0.848
10504,2024,Fall,Business,Accounting,ACC-531,Accounting Thesis Studio,500,Dr. Halpern,27,35,0.771,3,4.0,1.0
10505,2024,Fall,Business,Accounting,ACC-309,Advanced Accounting,300,Prof. Adler,39,47,0.83,3,3.25,0.867
10506,2024,Fall,Business,Management,MGT-118,Foundations of Management,100,Dr. Klein,33,45,0.733,3,3.13,1.0
10507,2024,Fall,Business,Management,MGT-316,Advanced Management,300,Dr. Klein,20,25,0.8,3,3.19,0.95
10508,2024,Fall,Business,Management,MGT-218,Intermediate Management,200,Prof. Goldberg,45,49,0.918,3,3.19,0.852
10509,2024,Spring,Business,Finance,FIN-332,Topics in Finance,300,Prof. Stern,33,36,0.917,3,3.76,0.917
10510,2024,Spring,Business,Finance,FIN-328,Topics in Finance,300,Dr. Klein,26,34,0.765,3,3.39,0.96
10511,2024,Spring,Business,Marketing,MKT-341,Topics in Marketing,300,Prof. Adler,26,40,0.65,3,3.73,0.993
10512,2024,Spring,Business,Marketing,MKT-141,Foundations of Marketing,100,Prof. Rosen,26,30,0.867,4,3.32,0.875
10513,2024,Spring,Business,Accounting,ACC-134,Foundations of Accounting,100,Dr. Katz,40,51,0.784,3,3.64,0.891
10514,2024,Spring,Business,Accounting,ACC-513,Accounting Practicum,500,Prof. Rosen,35,39,0.897,3,3.16,0.811
10515,2024,Spring,Business,Accounting,ACC-228,Intermediate Accounting,200,Dr. Weiss,19,30,0.633,4,3.85,0.892
10516,2024,Spring,Business,Management,MGT-105,Introduction to Management,100,Dr. Friedman,14,23,0.609,3,3.67,0.936
10517,2024,Spring,Business,Management,MGT-117,Foundations of Management,100,Dr. Katz,26,37,0.703,3,3.25,0.987
10518,2024,Spring,Business,Management,MGT-241,Applied Management,200,Dr. Bram,46,46,1.0,4,2.96,0.908
10519,2025,Fall,Business,Finance,FIN-353,Advanced Finance,300,Prof. Adler,26,41,0.634,3,3.51,0.938
10520,2025,Fall,Business,Finance,FIN-142,Introduction to Finance,100,Prof. Stern,30,45,0.667,3,3.42,0.901
10521,2025,Fall,Business,Finance,FIN-136,Introduction to Finance,100,Dr. Bram,23,33,0.697,3,3.46,0.961
10522,2025,Fall,Business,Marketing,MKT-254,Marketing Methods,200,Dr. Levin,27,39,0.692,3,3.86,0.921
10523,2025,Fall,Business,Marketing,MKT-247,Marketing Methods,200,Dr. Cohen,38,38,1.0,3,3.9,0.928
10524,2025,Fall,Business,Accounting,ACC-229,Accounting Methods,200,Dr. Katz,28,36,0.778,3,3.61,0.87
10525,2025,Fall,Business,Accounting,ACC-254,Intermediate Accounting,200,Prof. Adler,48,52,0.923,3,3.19,0.946
10526,2025,Fall,Business,Accounting,ACC-325,Advanced Accounting,300,Dr. Weiss,38,40,0.95,3,3.67,0.907
10527,2025,Fall,Business,Management,MGT-152,Introduction to Management,100,Dr. Weiss,33,43,0.767,3,2.82,0.824
10528,2025,Fall,Business,Management,MGT-407,Senior Seminar in Management,400,Dr. Levin,25,30,0.833,4,3.94,0.927
10529,2025,Fall,Business,Management,MGT-203,Applied Management,200,Dr. Klein,30,37,0.811,3,3.31,0.95
10530,2025,Fall,Business,Management,MGT-438,Management Research,400,Dr. Cohen,21,26,0.808,3,3.49,0.932
10531,2025,Spring,Business,Finance,FIN-426,Finance Research,400,Dr. Halpern,21,29,0.724,3,3.87,0.855
10532,2025,Spring,Business,Finance,FIN-232,Intermediate Finance,200,Dr. Katz,16,24,0.667,3,3.62,0.927
10533,2025,Spring,Business,Finance,FIN-534,Finance Thesis Studio,500,Dr. Levin,21,37,0.568,3,3.38,1.0
10534,2025,Spring,Business,Marketing,MKT-356,Advanced Marketing,300,Prof. Goldberg,41,45,0.911,3,3.28,0.984
10535,2025,Spring,Business,Marketing,MKT-132,Foundations of Marketing,100,Prof. Goldberg,27,47,0.574,3,3.38,0.918
10536,2025,Spring,Business,Marketing,MKT-104,Principles of Marketing,100,Dr. Shapiro,42,42,1.0,3,3.19,0.927
10537,2025,Spring,Business,Accounting,ACC-538,Accounting Practicum,500,Dr. Cohen,20,29,0.69,3,3.65,0.976
10538,2025,Spring,Business,Accounting,ACC-258,Accounting Methods,200,Dr. Friedman,28,29,0.966,3,3.36,0.905
10539,2025,Spring,Business,Accounting,ACC-251,Applied Accounting,200,Dr. Friedman,43,51,0.843,3,3.63,0.904
10540,2025,Spring,Business,Management,MGT-356,Advanced Management,300,Prof. Mandel,39,40,0.975,3,3.68,0.868
10541,2025,Spring,Business,Management,MGT-140,Principles of Management,100,Prof. Stern,37,39,0.949,3,2.8,0.89
10542,2025,Spring,Business,Management,MGT-232,Management Methods,200,Prof. Mandel,23,38,0.605,3,3.54,0.926
10543,2025,Spring,Business,Management,MGT-439,Senior Seminar in Management,400,Dr. Katz,27,29,0.931,3,3.22,0.856
10544,2015,Fall,Arts & Sciences,Biology,BIO-150,Foundations of Biology,100,Prof. Schwartz,15,19,0.789,3,3.21,0.905
10545,2015,Fall,Arts & Sciences,Biology,BIO-149,Principles of Biology,100,Dr. Friedman,20,28,0.714,3,2.98,0.899
10546,2015,Fall,Arts & Sciences,Biology,BIO-515,Biology Practicum,500,Dr. Cohen,6,10,0.6,3,3.47,0.894
10547,2015,Fall,Arts & Sciences,Biology,BIO-233,Applied Biology,200,Prof. Schwartz,8,15,0.533,3,2.8,0.922
10548,2015,Fall,Arts & Sciences,Psychology,PSY-345,Topics in Psychology,300,Dr. Bram,9,10,0.9,3,3.25,0.911
10549,2015,Fall,Arts & Sciences,Psychology,PSY-129,Principles of Psychology,100,Prof. Goldberg,14,16,0.875,3,3.08,0.963
10550,2015,Fall,Arts & Sciences,History,HIS-323,Advanced History,300,Dr. Cohen,24,24,1.0,3,3.27,0.944
10551,2015,Fall,Arts & Sciences,History,HIS-354,Advanced History,300,Prof. Rosen,22,40,0.55,3,3.95,0.97
10552,2015,Fall,Arts & Sciences,History,HIS-436,History Research,400,Dr. Weiss,7,10,0.7,3,3.35,0.962
10553,2015,Fall,Arts & Sciences,History,HIS-123,Principles of History,100,Dr. Friedman,14,20,0.7,3,3.73,0.918
10554,2015,Fall,Arts & Sciences,Mathematics,MAT-217,Mathematics Methods,200,Dr. Weiss,21,27,0.778,3,3.67,0.851
10555,2015,Fall,Arts & Sciences,Mathematics,MAT-149,Foundations of Mathematics,100,Dr. Cohen,6,10,0.6,3,3.37,0.919
10556,2015,Fall,Arts & Sciences,Mathematics,MAT-439,Senior Seminar in Mathematics,400,Dr. Bram,13,14,0.929,3,3.07,0.949
10557,2015,Spring,Arts & Sciences,Biology,BIO-526,Biology Thesis Studio,500,Dr. Friedman,9,11,0.818,3,3.17,0.862
10558,2015,Spring,Arts & Sciences,Biology,BIO-240,Biology Methods,200,Dr. Bram,6,10,0.6,3,2.89,0.856
10559,2015,Spring,Arts & Sciences,Psychology,PSY-310,Psychology Theory,300,Dr. Levin,13,13,1.0,3,3.12,0.865
10560,2015,Spring,Arts & Sciences,Psychology,PSY-210,Psychology Methods,200,Prof. Schwartz,19,23,0.826,3,3.34,0.988
10561,2015,Spring,Arts & Sciences,History,HIS-208,History Methods,200,Prof. Schwartz,8,10,0.8,3,2.77,0.893
10562,2015,Spring,Arts & Sciences,History,HIS-258,History Methods,200,Dr. Weiss,7,11,0.636,3,3.41,0.884
10563,2015,Spring,Arts & Sciences,History,HIS-202,Applied History,200,Dr. Bram,7,10,0.7,3,3.21,0.92
10564,2015,Spring,Arts & Sciences,Mathematics,MAT-342,Advanced Mathematics,300,Prof. Schwartz,10,14,0.714,3,3.09,0.854
10565,2015,Spring,Arts & Sciences,Mathematics,MAT-348,Topics in Mathematics,300,Dr. Levin,9,10,0.9,3,2.93,0.958
10566,2015,Spring,Arts & Sciences,Mathematics,MAT-151,Introduction to Mathematics,100,Prof. Goldberg,7,16,0.438,3,3.19,0.944
10567,2016,Fall,Arts & Sciences,Biology,BIO-324,Topics in Biology,300,Dr. Weiss,17,27,0.63,3,3.1,0.944
10568,2016,Fall,Arts & Sciences,Biology,BIO-333,Topics in Biology,300,Dr. Levin,24,35,0.686,4,3.35,0.881
10569,2016,Fall,Arts & Sciences,Biology,BIO-240,Biology Methods,200,Prof. Mandel,21,30,0.7,4,3.37,0.937
10570,2016,Fall,Arts & Sciences,Biology,BIO-119,Foundations of Biology,100,Dr. Shapiro,38,44,0.864,3,2.84,0.933
10571,2016,Fall,Arts & Sciences,Psychology,PSY-251,Applied Psychology,200,Dr. Cohen,24,32,0.75,3,3.47,0.873
10572,2016,Fall,Arts & Sciences,Psychology,PSY-533,Graduate Psychology,500,Dr. Halpern,22,32,0.688,3,2.75,0.792
10573,2016,Fall,Arts & Sciences,Psychology,PSY-344,Psychology Theory,300,Dr. Levin,35,44,0.795,3,3.35,0.934
10574,2016,Fall,Arts & Sciences,Psychology,PSY-226,Intermediate Psychology,200,Dr. Cohen,35,47,0.745,3,2.86,0.988
10575,2016,Fall,Arts & Sciences,History,HIS-256,Applied History,200,Dr. Bram,19,24,0.792,4,3.1,1.0
10576,2016,Fall,Arts & Sciences,History,HIS-313,History Theory,300,Prof. Mandel,18,28,0.643,3,3.46,0.872
10577,2016,Fall,Arts & Sciences,History,HIS-455,History Research,400,Dr. Klein,35,40,0.875,3,3.34,0.919
10578,2016,Fall,Arts & Sciences,Mathematics,MAT-324,Advanced Mathematics,300,Prof. Rosen,40,44,0.909,3,3.34,0.86
10579,2016,Fall,Arts & Sciences,Mathematics,MAT-342,Advanced Mathematics,300,Prof. Rosen,29,45,0.644,4,2.88,0.927
10580,2016,Spring,Arts & Sciences,Biology,BIO-148,Introduction to Biology,100,Dr. Bram,18,32,0.562,4,3.16,0.979
10581,2016,Spring,Arts & Sciences,Biology,BIO-443,Biology Capstone,400,Dr. Klein,36,41,0.878,3,3.2,0.939
10582,2016,Spring,Arts & Sciences,Biology,BIO-258,Biology Methods,200,Dr. Weiss,13,22,0.591,3,3.08,0.97
10583,2016,Spring,Arts & Sciences,Biology,BIO-457,Biology Capstone,400,Dr. Levin,36,49,0.735,3,3.4,0.891
10584,2016,Spring,Arts & Sciences,Psychology,PSY-232,Psychology Methods,200,Prof. Goldberg,30,30,1.0,4,2.9,0.978
10585,2016,Spring,Arts & Sciences,Psychology,PSY-144,Principles of Psychology,100,Dr. Shapiro,41,45,0.911,4,3.02,0.872
10586,2016,Spring,Arts & Sciences,Psychology,PSY-314,Topics in Psychology,300,Dr. Shapiro,28,30,0.933,3,3.81,0.971
10587,2016,Spring,Arts & Sciences,Psychology,PSY-435,Psychology Capstone,400,Dr. Bram,34,40,0.85,3,3.18,0.937
10588,2016,Spring,Arts & Sciences,History,HIS-239,Applied History,200,Dr. Levin,36,53,0.679,3,2.91,0.928
10589,2016,Spring,Arts & Sciences,History,HIS-254,Applied History,200,Prof. Stern,15,22,0.682,4,2.94,0.959
10590,2016,Spring,Arts & Sciences,Mathematics,MAT-219,Intermediate Mathematics,200,Dr. Bram,16,26,0.615,4,3.25,0.927
10591,2016,Spring,Arts & Sciences,Mathematics,MAT-309,Topics in Mathematics,300,Prof. Adler,26,29,0.897,3,3.26,0.851
10592,2016,Spring,Arts & Sciences,Mathematics,MAT-132,Foundations of Mathematics,100,Prof. Goldberg,31,31,1.0,3,3.08,0.834
10593,2016,Spring,Arts & Sciences,Mathematics,MAT-107,Principles of Mathematics,100,Dr. Shapiro,27,30,0.9,3,3.05,0.844
10594,2017,Fall,Arts & Sciences,Biology,BIO-116,Principles of Biology,100,Dr. Halpern,19,23,0.826,3,2.79,0.915
10595,2017,Fall,Arts & Sciences,Biology,BIO-254,Intermediate Biology,200,Dr. Cohen,11,17,0.647,3,2.88,0.988
10596,2017,Fall,Arts & Sciences,Biology,BIO-326,Biology Theory,300,Dr. Klein,31,41,0.756,3,3.31,0.915
10597,2017,Fall,Arts & Sciences,Biology,BIO-239,Intermediate Biology,200,Dr. Bram,22,25,0.88,4,2.82,0.943
10598,2017,Fall,Arts & Sciences,Psychology,PSY-144,Introduction to Psychology,100,Prof. Stern,10,18,0.556,3,3.14,0.966
10599,2017,Fall,Arts & Sciences,Psychology,PSY-417,Psychology Research,400,Dr. Weiss,14,20,0.7,4,3.69,0.83
10600,2017,Fall,Arts & Sciences,Psychology,PSY-353,Advanced Psychology,300,Prof. Stern,18,21,0.857,3,3.22,0.871
10601,2017,Fall,Arts & Sciences,History,HIS-125,Introduction to History,100,Dr. Cohen,18,21,0.857,3,3.31,0.922
10602,2017,Fall,Arts & Sciences,History,HIS-553,History Practicum,500,Prof. Stern,20,23,0.87,4,3.0,0.916
10603,2017,Fall,Arts & Sciences,History,HIS-522,Graduate History,500,Prof. Mandel,29,31,0.935,3,3.11,0.989
10604,2017,Fall,Arts & Sciences,History,HIS-530,Graduate History,500,Prof. Goldberg,8,11,0.727,4,3.1,0.9
10605,2017,Fall,Arts & Sciences,Mathematics,MAT-536,Mathematics Practicum,500,Prof. Adler,32,39,0.821,4,3.58,0.933
10606,2017,Fall,Arts & Sciences,Mathematics,MAT-153,Introduction to Mathematics,100,Prof. Stern,57,58,0.983,3,3.09,0.944
10607,2017,Spring,Arts & Sciences,Biology,BIO-249,Intermediate Biology,200,Dr. Levin,16,18,0.889,3,3.27,0.913
10608,2017,Spring,Arts & Sciences,Biology,BIO-333,Advanced Biology,300,Dr. Katz,15,20,0.75,4,3.61,0.91
10609,2017,Spring,Arts & Sciences,Biology,BIO-124,Principles of Biology,100,Dr. Levin,15,19,0.789,3,2.86,0.984
10610,2017,Spring,Arts & Sciences,Biology,BIO-208,Intermediate Biology,200,Prof. Stern,25,38,0.658,3,3.17,0.842
10611,2017,Spring,Arts & Sciences,Psychology,PSY-108,Introduction to Psychology,100,Dr. Friedman,18,32,0.562,3,3.1,0.899
10612,2017,Spring,Arts & Sciences,Psychology,PSY-129,Foundations of Psychology,100,Dr. Shapiro,19,22,0.864,3,2.93,0.941
10613,2017,Spring,Arts & Sciences,Psychology,PSY-145,Foundations of Psychology,100,Prof. Goldberg,17,18,0.944,3,2.78,0.945
10614,2017,Spring,Arts & Sciences,History,HIS-233,Intermediate History,200,Prof. Goldberg,26,31,0.839,3,3.57,0.836
10615,2017,Spring,Arts & Sciences,History,HIS-128,Introduction to History,100,Dr. Levin,18,33,0.545,3,2.89,0.854
10616,2017,Spring,Arts & Sciences,History,HIS-148,Principles of History,100,Dr. Cohen,17,22,0.773,3,3.22,1.0
10617,2017,Spring,Arts & Sciences,Mathematics,MAT-544,Graduate Mathematics,500,Dr. Bram,27,27,1.0,4,3.37,0.888
10618,2017,Spring,Arts & Sciences,Mathematics,MAT-247,Intermediate Mathematics,200,Prof. Adler,8,10,0.8,4,3.11,0.918
10619,2017,Spring,Arts & Sciences,Mathematics,MAT-306,Advanced Mathematics,300,Prof. Rosen,26,26,1.0,3,3.14,0.942
10620,2018,Fall,Arts & Sciences,Biology,BIO-208,Applied Biology,200,Dr. Levin,31,34,0.912,3,3.2,0.906
10621,2018,Fall,Arts & Sciences,Biology,BIO-132,Principles of Biology,100,Dr. Levin,29,34,0.853,3,3.05,0.944
10622,2018,Fall,Arts & Sciences,Psychology,PSY-125,Foundations of Psychology,100,Prof. Mandel,31,51,0.608,3,3.04,0.908
10623,2018,Fall,Arts & Sciences,Psychology,PSY-445,Psychology Research,400,Prof. Goldberg,24,35,0.686,3,3.68,1.0
10624,2018,Fall,Arts & Sciences,Psychology,PSY-422,Psychology Capstone,400,Dr. Katz,14,23,0.609,3,3.37,0.851
10625,2018,Fall,Arts & Sciences,History,HIS-145,Foundations of History,100,Prof. Adler,27,34,0.794,3,2.82,0.883
10626,2018,Fall,Arts & Sciences,History,HIS-148,Principles of History,100,Dr. Weiss,41,43,0.953,3,3.19,0.916
10627,2018,Fall,Arts & Sciences,History,HIS-345,Advanced History,300,Prof. Goldberg,32,32,1.0,3,3.29,0.94
10628,2018,Fall,Arts & Sciences,Mathematics,MAT-110,Introduction to Mathematics,100,Dr. Bram,26,39,0.667,3,2.73,0.918
10629,2018,Fall,Arts & Sciences,Mathematics,MAT-338,Topics in Mathematics,300,Dr. Weiss,38,42,0.905,3,2.97,0.963
10630,2018,Spring,Arts & Sciences,Biology,BIO-249,Biology Methods,200,Prof. Rosen,40,46,0.87,4,3.48,0.935
10631,2018,Spring,Arts & Sciences,Biology,BIO-111,Introduction to Biology,100,Dr. Klein,31,35,0.886,3,3.26,0.962
10632,2018,Spring,Arts & Sciences,Psychology,PSY-312,Psychology Theory,300,Dr. Levin,27,36,0.75,3,3.48,0.93
10633,2018,Spring,Arts & Sciences,Psychology,PSY-458,Psychology Research,400,Dr. Shapiro,38,38,1.0,4,3.06,0.906
10634,2018,Spring,Arts & Sciences,Psychology,PSY-539,Psychology Practicum,500,Dr. Weiss,26,35,0.743,4,3.35,0.871
10635,2018,Spring,Arts & Sciences,History,HIS-457,Senior Seminar in History,400,Dr. Shapiro,33,42,0.786,3,3.05,0.91
10636,2018,Spring,Arts & Sciences,History,HIS-318,Topics in History,300,Dr. Halpern,20,25,0.8,3,2.89,0.845
10637,2018,Spring,Arts & Sciences,History,HIS-157,Foundations of History,100,Dr. Katz,26,31,0.839,3,2.67,0.924
10638,2018,Spring,Arts & Sciences,History,HIS-355,Topics in History,300,Dr. Weiss,33,41,0.805,3,3.22,0.935
10639,2018,Spring,Arts & Sciences,Mathematics,MAT-148,Principles of Mathematics,100,Prof. Goldberg,30,36,0.833,3,2.95,0.914
10640,2018,Spring,Arts & Sciences,Mathematics,MAT-123,Principles of Mathematics,100,Dr. Katz,31,34,0.912,3,3.5,0.872
10641,2018,Spring,Arts & Sciences,Mathematics,MAT-113,Introduction to Mathematics,100,Dr. Levin,30,40,0.75,3,3.95,0.893
10642,2019,Fall,Arts & Sciences,Biology,BIO-158,Introduction to Biology,100,Dr. Bram,34,43,0.791,4,2.51,0.916
10643,2019,Fall,Arts & Sciences,Biology,BIO-206,Intermediate Biology,200,Dr. Shapiro,50,52,0.962,3,3.22,0.984
10644,2019,Fall,Arts & Sciences,Biology,BIO-552,Graduate Biology,500,Dr. Levin,33,34,0.971,4,3.52,0.955
10645,2019,Fall,Arts & Sciences,Psychology,PSY-103,Introduction to Psychology,100,Prof. Rosen,35,50,0.7,3,3.33,0.933
10646,2019,Fall,Arts & Sciences,Psychology,PSY-442,Psychology Research,400,Dr. Katz,38,44,0.864,3,3.43,0.824
10647,2019,Fall,Arts & Sciences,History,HIS-304,Topics in History,300,Prof. Rosen,34,46,0.739,4,3.67,0.833
10648,2019,Fall,Arts & Sciences,History,HIS-406,History Capstone,400,Dr. Halpern,33,51,0.647,3,3.22,0.88
10649,2019,Fall,Arts & Sciences,History,HIS-159,Principles of History,100,Dr. Cohen,51,51,1.0,3,3.11,0.926
10650,2019,Fall,Arts & Sciences,Mathematics,MAT-104,Foundations of Mathematics,100,Prof. Adler,39,44,0.886,3,3.1,0.969
10651,2019,Fall,Arts & Sciences,Mathematics,MAT-110,Introduction to Mathematics,100,Dr. Friedman,39,58,0.672,3,2.71,0.926
10652,2019,Fall,Arts & Sciences,Mathematics,MAT-257,Mathematics Methods,200,Dr. Bram,51,54,0.944,3,3.55,0.93
10653,2019,Spring,Arts & Sciences,Biology,BIO-126,Principles of Biology,100,Dr. Bram,37,45,0.822,3,3.62,0.933
10654,2019,Spring,Arts & Sciences,Biology,BIO-302,Advanced Biology,300,Prof. Goldberg,38,51,0.745,3,3.34,1.0
10655,2019,Spring,Arts & Sciences,Biology,BIO-246,Intermediate Biology,200,Dr. Cohen,42,61,0.689,3,3.1,0.995
10656,2019,Spring,Arts & Sciences,Biology,BIO-114,Introduction to Biology,100,Prof. Adler,32,47,0.681,3,3.37,0.881
10657,2019,Spring,Arts & Sciences,Psychology,PSY-229,Psychology Methods,200,Prof. Schwartz,28,43,0.651,4,3.63,0.851
10658,2019,Spring,Arts & Sciences,Psychology,PSY-127,Principles of Psychology,100,Dr. Shapiro,37,52,0.712,3,3.62,0.887
10659,2019,Spring,Arts & Sciences,Psychology,PSY-458,Psychology Capstone,400,Dr. Weiss,35,53,0.66,3,3.31,0.869
10660,2019,Spring,Arts & Sciences,History,HIS-220,Intermediate History,200,Dr. Katz,21,35,0.6,3,3.82,0.907
10661,2019,Spring,Arts & Sciences,History,HIS-318,Advanced History,300,Prof. Rosen,24,51,0.471,3,3.19,0.967
10662,2019,Spring,Arts & Sciences,History,HIS-219,History Methods,200,Prof. Adler,38,60,0.633,3,3.3,0.949
10663,2019,Spring,Arts & Sciences,History,HIS-127,Introduction to History,100,Dr. Friedman,38,48,0.792,3,2.73,0.975
10664,2019,Spring,Arts & Sciences,Mathematics,MAT-109,Introduction to Mathematics,100,Prof. Adler,28,45,0.622,3,3.29,0.989
10665,2019,Spring,Arts & Sciences,Mathematics,MAT-334,Advanced Mathematics,300,Prof. Mandel,19,31,0.613,3,2.79,0.926
