student_id,year,department,major,class_level,gender,residency,gpa,status
102447,2016,Arts & Sciences,Psychology,Freshman,Male,In-State,3.31,Enrolled
102448,2016,Arts & Sciences,Psychology,Graduate,Male,In-State,3.36,Graduated
102449,2016,Arts & Sciences,History,Junior,Female,In-State,3.16,Enrolled
102450,2016,Arts & Sciences,Mathematics,Junior,Male,Out-of-State,3.68,Enrolled
102451,2016,Arts & Sciences,Biology,Graduate,Male,In-State,3.28,Enrolled
102452,2016,Arts & Sciences,Mathematics,Freshman,Female,In-State,2.72,Enrolled
102453,2016,Arts & Sciences,Psychology,Junior,Male,Out-of-State,3.6,Enrolled
102454,2016,Arts & Sciences,Mathematics,Junior,Female,Out-of-State,3.01,Enrolled
102455,2016,Arts & Sciences,Biology,Freshman,Female,Out-of-State,2.17,Enrolled
102456,2016,Arts & Sciences,History,Junior,Male,Out-of-State,2.36,Enrolled
102457,2016,Arts & Sciences,History,Junior,Male,In-State,2.77,Enrolled
102458,2016,Arts & Sciences,Mathematics,Sophomore,Male,Out-of-State,3.32,Enrolled
102459,2016,Arts & Sciences,History,Senior,Male,In-State,2.88,Enrolled
102460,2016,Arts & Sciences,Mathematics,Sophomore,Female,In-State,2.88,Enrolled
102461,2016,Arts & Sciences,Mathematics,Senior,Female,Out-of-State,3.34,Enrolled
102462,2016,Arts & Sciences,Mathematics,Junior,Male,In-State,2.91,Enrolled
102463,2016,Arts & Sciences,Mathematics,Freshman,Male,In-State,3.15,Enrolled
102464,2016,Arts & Sciences,Biology,Senior,Male,In-State,3.49,Enrolled
102465,2016,Arts & Sciences,History,Freshman,Female,International,3.21,On Leave
102466,2016,Arts & Sciences,Biology,Senior,Male,Out-of-State,1.69,Withdrawn
102467,2016,Arts & Sciences,Psychology,Junior,Male,International,3.09,Enrolled
102468,2016,Arts & Sciences,History,Junior,Male,Out-of-State,3.35,Enrolled
102469,2016,Arts & Sciences,History,Junior,Female,In-State,2.94,Enrolled
102470,2016,Arts & Sciences,Biology,Junior,Male,International,2.7,Graduated
102471,2016,Arts & Sciences,Mathematics,Freshman,Female,In-State,3.56,Enrolled
102472,2016,Arts & Sciences,Biology,Sophomore,Other,International,3.29,Withdrawn
102473,2016,Arts & Sciences,History,Graduate,Male,International,3.04,Graduated
102474,2016,Arts & Sciences,History,Freshman,Female,In-State,3.45,Enrolled
102475,2016,Arts & Sciences,History,Sophomore,Male,Out-of-State,2.79,Enrolled
102476,2016,Arts & Sciences,Psychology,Freshman,Female,In-State,3.44,Enrolled
102477,2016,Arts & Sciences,Mathematics,Senior,Male,In-State,2.65,On Leave
102478,2016,Arts & Sciences,Biology,Graduate,Male,In-State,2.99,Enrolled
102479,2016,Arts & Sciences,Psychology,Sophomore,Female,Out-of-State,2.01,Enrolled
102480,2016,Arts & Sciences,Mathematics,Senior,Female,In-State,3.72,Enrolled
102481,2016,Arts & Sciences,Psychology,Sophomore,Male,In-State,2.95,Graduated
102482,2016,Arts & Sciences,History,Graduate,Male,International,3.19,Enrolled
102483,2016,Arts & Sciences,Mathematics,Freshman,Female,In-State,3.06,Enrolled
102484,2016,Arts & Sciences,Mathematics,Junior,Male,International,2.34,Enrolled
102485,2016,Arts & Sciences,Mathematics,Junior,Male,International,2.5,Enrolled
102486,2016,Arts & Sciences,History,Sophomore,Male,In-State,3.09,Enrolled
102487,2016,Arts & Sciences,Psychology,Sophomore,Female,Out-of-State,2.57,Enrolled
102488,2016,Arts & Sciences,Psychology,Graduate,Female,Out-of-State,3.02,On Leave
102489,2016,Arts & Sciences,History,Sophomore,Female,In-State,3.27,Enrolled
102490,2016,Arts & Sciences,Mathematics,Junior,Male,In-State,2.8,Graduated
102491,2016,Arts & Sciences,Biology,Junior,Male,Out-of-State,2.6,Graduated
102492,2016,Arts & Sciences,Biology,Sophomore,Male,International,3.68,Enrolled
102493,2016,Arts & Sciences,Mathematics,Freshman,Female,Out-of-State,3.28,Enrolled
102494,2016,Arts & Sciences,Mathematics,Sophomore,Female,In-State,2.34,Enrolled
102495,2016,Arts & Sciences,Mathematics,Senior,Female,In-State,3.05,Enrolled
102496,2016,Arts & Sciences,Mathematics,Freshman,Female,In-State,3.87,Enrolled
102497,2016,Arts & Sciences,Mathematics,Sophomore,Male,In-State,3.46,Enrolled
102498,2016,Arts & Sciences,Mathematics,Junior,Male,Out-of-State,2.82,Enrolled
102499,2016,Arts & Sciences,Biology,Sophomore,Male,In-State,3.77,Enrolled
102500,2016,Arts & Sciences,Biology,Senior,Female,Out-of-State,2.86,Enrolled
102501,2016,Arts & Sciences,Mathematics,Junior,Female,Out-of-State,2.92,Enrolled
102502,2016,Arts & Sciences,History,Junior,Male,In-State,2.64,Enrolled
102503,2016,Arts & Sciences,Mathematics,Sophomore,Female,In-State,3.51,Enrolled
102504,2016,Arts & Sciences,Mathematics,Senior,Female,Out-of-State,3.59,Enrolled
102505,2016,Arts & Sciences,History,Senior,Female,In-State,2.89,Enrolled
102506,2016,Arts & Sciences,Biology,Junior,Female,Out-of-State,3.11,Enrolled
102507,2016,Arts & Sciences,History,Graduate,Female,Out-of-State,3.35,Enrolled
102508,2016,Arts & Sciences,Mathematics,Junior,Female,Out-of-State,2.31,Enrolled
102509,2016,Arts & Sciences,History,Senior,Male,In-State,3.1,Enrolled
102510,2016,Arts & Sciences,History,Senior,Female,In-State,2.99,Enrolled
102511,2016,Arts & Sciences,Mathematics,Freshman,Female,In-State,2.72,Graduated
102512,2016,Arts & Sciences,History,Sophomore,Male,In-State,3.11,Withdrawn
102513,2016,Arts & Sciences,Mathematics,Junior,Male,In-State,3.45,Enrolled
102514,2016,Arts & Sciences,Mathematics,Sophomore,Female,In-State,3.68,Graduated
102515,2016,Arts & Sciences,Biology,Sophomore,Female,Out-of-State,3.2,Enrolled
102516,2016,Arts & Sciences,Psychology,Senior,Female,In-State,3.45,Enrolled
102517,2016,Arts & Sciences,Biology,Senior,Female,In-State,2.18,Enrolled
102518,2016,Arts & Sciences,Biology,Junior,Male,Out-of-State,3.51,Graduated
102519,2016,Arts & Sciences,Psychology,Sophomore,Male,In-State,3.06,Graduated
102520,2016,Arts & Sciences,Mathematics,Freshman,Male,In-State,2.74,Graduated
102521,2016,Arts & Sciences,History,Senior,Female,In-State,2.77,Enrolled
102522,2016,Arts & Sciences,Mathematics,Sophomore,Male,In-State,2.85,Enrolled
102523,2016,Arts & Sciences,Mathematics,Senior,Male,In-State,2.67,Enrolled
102524,2016,Arts & Sciences,Psychology,Sophomore,Male,In-State,2.41,Enrolled
102525,2016,Arts & Sciences,History,Freshman,Female,International,3.22,Graduated
102526,2016,Arts & Sciences,History,Freshman,Male,In-State,3.3,Enrolled
102527,2016,Arts & Sciences,Mathematics,Junior,Female,In-State,3.65,Enrolled
102528,2016,Arts & Sciences,Psychology,Freshman,Female,In-State,3.51,Enrolled
102529,2016,Arts & Sciences,History,Freshman,Male,Out-of-State,2.48,Enrolled
102530,2016,Arts & Sciences,Psychology,Junior,Male,In-State,3.58,Enrolled
102531,2016,Arts & Sciences,Mathematics,Freshman,Male,In-State,2.57,Enrolled
102532,2016,Arts & Sciences,History,Sophomore,Female,In-State,3.35,Enrolled
102533,2016,Arts & Sciences,Biology,Graduate,Male,In-State,2.88,Enrolled
102534,2016,Arts & Sciences,Psychology,Sophomore,Female,Out-of-State,2.72,Enrolled
102535,2016,Arts & Sciences,Mathematics,Freshman,Female,Out-of-State,3.18,Enrolled
102536,2016,Arts & Sciences,Psychology,Senior,Female,International,3.52,Enrolled
102537,2016,Arts & Sciences,Mathematics,Senior,Female,Out-of-State,3.69,Enrolled
102538,2016,Arts & Sciences,Mathematics,Junior,Male,In-State,2.93,Enrolled
102539,2016,Arts & Sciences,Biology,Sophomore,Male,Out-of-State,3.36,Enrolled
102540,2016,Arts & Sciences,Mathematics,Freshman,Female,Out-of-State,4.0,Enrolled
102541,2016,Arts & Sciences,History,Freshman,Male,In-State,3.17,Enrolled
102542,2016,Arts & Sciences,Mathematics,Senior,Female,In-State,2.81,Enrolled
102543,2016,Arts & Sciences,Psychology,Sophomore,Male,In-State,3.42,Enrolled
102544,2016,Arts & Sciences,Biology,Senior,Female,International,3.32,Enrolled
102545,2016,Arts & Sciences,Biology,Freshman,Male,In-State,2.87,Enrolled
102546,2017,Arts & Sciences,Biology,Freshman,Male,In-State,3.15,Withdrawn
102547,2017,Arts & Sciences,History,Senior,Female,Out-of-State,2.94,Enrolled
102548,2017,Arts & Sciences,Biology,Senior,Female,In-State,2.41,Enrolled
102549,2017,Arts & Sciences,Psychology,Sophomore,Female,In-State,2.63,Graduated
102550,2017,Arts & Sciences,Psychology,Senior,Male,In-State,3.36,On Leave
102551,2017,Arts & Sciences,History,Senior,Male,In-State,2.89,Withdrawn
102552,2017,Arts & Sciences,Psychology,Sophomore,Male,International,2.82,Enrolled
102553,2017,Arts & Sciences,History,Senior,Male,Out-of-State,2.74,Enrolled
102554,2017,Arts & Sciences,History,Sophomore,Female,Out-of-State,3.46,Graduated
102555,2017,Arts & Sciences,Mathematics,Freshman,Female,Out-of-State,3.23,Enrolled
102556,2017,Arts & Sciences,History,Sophomore,Female,In-State,2.59,Enrolled
102557,2017,Arts & Sciences,Mathematics,Freshman,Female,International,2.47,Enrolled
102558,2017,Arts & Sciences,Mathematics,Sophomore,Male,Out-of-State,2.83,Enrolled
102559,2017,Arts & Sciences,Biology,Sophomore,Male,In-State,2.67,Graduated
102560,2017,Arts & Sciences,Biology,Senior,Male,Out-of-State,2.06,Graduated
102561,2017,Arts & Sciences,Mathematics,Sophomore,Male,In-State,3.89,Enrolled
102562,2017,Arts & Sciences,History,Freshman,Male,In-State,3.09,Enrolled
102563,2017,Arts & Sciences,Biology,Sophomore,Male,In-State,2.26,Enrolled
102564,2017,Arts & Sciences,Biology,Junior,Male,In-State,2.54,Enrolled
102565,2017,Arts & Sciences,History,Graduate,Male,Out-of-State,2.81,Enrolled
102566,2017,Arts & Sciences,Biology,Senior,Male,Out-of-State,2.93,Enrolled
102567,2017,Arts & Sciences,Mathematics,Sophomore,Male,In-State,3.05,Enrolled
102568,2017,Arts & Sciences,Biology,Senior,Male,In-State,3.47,Enrolled
102569,2017,Arts & Sciences,History,Senior,Female,Out-of-State,2.61,Enrolled
102570,2017,Arts & Sciences,Biology,Junior,Male,In-State,3.4,Enrolled
102571,2017,Arts & Sciences,History,Sophomore,Male,In-State,1.91,Enrolled
102572,2017,Arts & Sciences,Psychology,Freshman,Male,In-State,3.41,Enrolled
102573,2017,Arts & Sciences,Mathematics,Senior,Male,International,2.97,Enrolled
102574,2017,Arts & Sciences,History,Freshman,Male,In-State,3.76,Enrolled
102575,2017,Arts & Sciences,Mathematics,Sophomore,Male,In-State,2.05,Enrolled
102576,2017,Arts & Sciences,Mathematics,Freshman,Female,International,3.83,Enrolled
102577,2017,Arts & Sciences,Mathematics,Junior,Female,International,3.11,Enrolled
102578,2017,Arts & Sciences,Psychology,Junior,Female,Out-of-State,2.45,Enrolled
102579,2017,Arts & Sciences,Psychology,Senior,Female,In-State,2.35,Enrolled
102580,2017,Arts & Sciences,History,Senior,Female,In-State,3.44,Graduated
102581,2017,Arts & Sciences,Biology,Freshman,Male,In-State,2.77,Enrolled
102582,2017,Arts & Sciences,History,Sophomore,Female,In-State,3.52,Withdrawn
102583,2017,Arts & Sciences,Biology,Sophomore,Male,In-State,2.6,Withdrawn
102584,2017,Arts & Sciences,Mathematics,Junior,Male,In-State,4.0,Graduated
102585,2017,Arts & Sciences,Biology,Freshman,Female,In-State,3.58,Enrolled
102586,2017,Arts & Sciences,Psychology,Freshman,Female,Out-of-State,2.74,Enrolled
102587,2017,Arts & Sciences,History,Sophomore,Male,In-State,2.37,Enrolled
102588,2017,Arts & Sciences,Mathematics,Sophomore,Female,In-State,2.48,Enrolled
102589,2017,Arts & Sciences,Mathematics,Senior,Male,Out-of-State,2.34,Enrolled
102590,2017,Arts & Sciences,Psychology,Senior,Female,In-State,3.59,Enrolled
102591,2017,Arts & Sciences,Biology,Sophomore,Female,In-State,3.68,Enrolled
102592,2017,Arts & Sciences,Biology,Freshman,Male,In-State,3.01,Withdrawn
102593,2017,Arts & Sciences,Biology,Senior,Female,Out-of-State,3.74,Enrolled
102594,2017,Arts & Sciences,History,Senior,Male,In-State,2.84,Graduated
102595,2017,Arts & Sciences,Psychology,Sophomore,Female,In-State,4.0,Enrolled
102596,2017,Arts & Sciences,History,Freshman,Male,Out-of-State,2.86,Enrolled
102597,2017,Arts & Sciences,History,Sophomore,Female,Out-of-State,3.02,Enrolled
102598,2017,Arts & Sciences,Psychology,Senior,Female,In-State,3.04,Enrolled
102599,2017,Arts & Sciences,History,Junior,Male,Out-of-State,2.77,Withdrawn
102600,2017,Arts & Sciences,Mathematics,Freshman,Male,International,3.32,Enrolled
102601,2017,Arts & Sciences,Mathematics,Sophomore,Male,In-State,2.74,Graduated
102602,2017,Arts & Sciences,Mathematics,Freshman,Female,In-State,3.0,Enrolled
102603,2017,Arts & Sciences,Mathematics,Freshman,Female,In-State,2.19,Enrolled
102604,2017,Arts & Sciences,History,Freshman,Female,In-State,3.19,Enrolled
102605,2017,Arts & Sciences,Psychology,Freshman,Female,Out-of-State,3.67,Enrolled
102606,2017,Arts & Sciences,Mathematics,Senior,Female,Out-of-State,3.44,Enrolled
102607,2017,Arts & Sciences,History,Senior,Female,International,3.81,On Leave
102608,2017,Arts & Sciences,History,Graduate,Female,Out-of-State,2.66,Enrolled
102609,2017,Arts & Sciences,Biology,Freshman,Male,In-State,3.15,Enrolled
102610,2017,Arts & Sciences,History,Freshman,Female,International,3.18,Enrolled
102611,2017,Arts & Sciences,Biology,Freshman,Female,Out-of-State,3.25,Graduated
102612,2017,Arts & Sciences,History,Sophomore,Male,Out-of-State,2.95,Graduated
102613,2017,Arts & Sciences,History,Sophomore,Male,Out-of-State,1.84,Enrolled
102614,2017,Arts & Sciences,Psychology,Senior,Male,In-State,3.24,Enrolled
102615,2017,Arts & Sciences,Biology,Sophomore,Female,In-State,2.75,Withdrawn
102616,2017,Arts & Sciences,Psychology,Junior,Female,In-State,3.38,Enrolled
102617,2017,Arts & Sciences,Mathematics,Junior,Female,International,2.47,Enrolled
102618,2017,Arts & Sciences,Biology,Junior,Female,In-State,2.43,Enrolled
102619,2017,Arts & Sciences,Mathematics,Sophomore,Female,In-State,2.28,Enrolled
102620,2017,Arts & Sciences,Mathematics,Senior,Female,In-State,3.15,Enrolled
102621,2017,Arts & Sciences,Mathematics,Junior,Female,Out-of-State,3.05,Enrolled
102622,2017,Arts & Sciences,Biology,Junior,Male,Out-of-State,3.85,Enrolled
102623,2017,Arts & Sciences,Mathematics,Sophomore,Male,In-State,3.37,Enrolled
102624,2017,Arts & Sciences,Mathematics,Sophomore,Male,In-State,2.57,Enrolled
102625,2017,Arts & Sciences,History,Senior,Male,In-State,3.21,Enrolled
102626,2017,Arts & Sciences,Psychology,Junior,Female,In-State,2.66,Enrolled
102627,2017,Arts & Sciences,Biology,Junior,Female,International,3.06,Graduated
102628,2017,Arts & Sciences,Mathematics,Sophomore,Female,In-State,2.41,Enrolled
102629,2017,Arts & Sciences,Mathematics,Junior,Male,In-State,2.75,Enrolled
102630,2017,Arts & Sciences,Psychology,Graduate,Male,Out-of-State,2.67,Enrolled
102631,2017,Arts & Sciences,Biology,Freshman,Female,Out-of-State,4.0,Enrolled
102632,2017,Arts & Sciences,Mathematics,Freshman,Male,In-State,2.31,Enrolled
102633,2017,Arts & Sciences,History,Senior,Male,In-State,3.09,Enrolled
102634,2017,Arts & Sciences,Mathematics,Graduate,Male,In-State,3.11,Graduated
102635,2017,Arts & Sciences,History,Junior,Male,Out-of-State,3.06,Enrolled
102636,2017,Arts & Sciences,Biology,Sophomore,Male,In-State,3.37,Withdrawn
102637,2017,Arts & Sciences,History,Graduate,Female,In-State,2.95,Enrolled
102638,2017,Arts & Sciences,Psychology,Freshman,Male,Out-of-State,3.13,Graduated
102639,2017,Arts & Sciences,Biology,Sophomore,Male,In-State,2.62,Enrolled
102640,2017,Arts & Sciences,Biology,Freshman,Male,In-State,3.2,Enrolled
102641,2017,Arts & Sciences,Mathematics,Freshman,Female,Out-of-State,3.0,Enrolled
102642,2017,Arts & Sciences,Psychology,Sophomore,Male,In-State,2.99,Enrolled
102643,2017,Arts & Sciences,History,Freshman,Male,In-State,3.36,Enrolled
102644,2017,Arts & Sciences,Psychology,Junior,Female,International,3.41,Graduated
102645,2017,Arts & Sciences,Biology,Senior,Female,In-State,2.33,Enrolled
102646,2017,Arts & Sciences,Biology,Sophomore,Female,In-State,3.21,Enrolled
102647,2017,Arts & Sciences,Psychology,Graduate,Female,Out-of-State,2.46,Enrolled
102648,2017,Arts & Sciences,Biology,Sophomore,Female,Out-of-State,2.82,Enrolled
102649,2017,Arts & Sciences,Biology,Freshman,Female,In-State,3.68,Enrolled
102650,2017,Arts & Sciences,History,Freshman,Male,In-State,2.58,Enrolled
102651,2017,Arts & Sciences,Mathematics,Junior,Female,Out-of-State,3.0,Enrolled
102652,2017,Arts & Sciences,Biology,Graduate,Female,International,3.08,Enrolled
102653,2017,Arts & Sciences,Mathematics,Junior,Female,In-State,3.13,Enrolled
102654,2017,Arts & Sciences,Psychology,Freshman,Male,Out-of-State,2.55,Enrolled
102655,2017,Arts & Sciences,History,Sophomore,Male,Out-of-State,2.24,Enrolled
102656,2017,Arts & Sciences,Psychology,Junior,Male,In-State,3.36,Enrolled
102657,2017,Arts & Sciences,History,Freshman,Male,In-State,1.95,Enrolled
102658,2017,Arts & Sciences,Psychology,Junior,Male,Out-of-State,3.22,Enrolled
102659,2017,Arts & Sciences,Mathematics,Freshman,Female,International,2.91,Enrolled
102660,2017,Arts & Sciences,History,Sophomore,Other,In-State,3.12,Enrolled
102661,2017,Arts & Sciences,History,Freshman,Female,Out-of-State,2.54,Enrolled
102662,2017,Arts & Sciences,Biology,Freshman,Female,In-State,2.76,Graduated
102663,2017,Arts & Sciences,History,Freshman,Male,In-State,2.92,Enrolled
102664,2017,Arts & Sciences,Mathematics,Sophomore,Male,Out-of-State,2.91,Enrolled
102665,2017,Arts & Sciences,Biology,Junior,Female,In-State,2.91,Enrolled
102666,2017,Arts & Sciences,Mathematics,Freshman,Male,In-State,3.14,Enrolled
102667,2017,Arts & Sciences,History,Freshman,Male,Out-of-State,2.86,Enrolled
102668,2017,Arts & Sciences,Biology,Sophomore,Male,In-State,2.5,Enrolled
102669,2017,Arts & Sciences,Biology,Freshman,Male,In-State,2.93,Enrolled
102670,2017,Arts & Sciences,History,Freshman,Male,Out-of-State,2.69,Enrolled
102671,2017,Arts & Sciences,History,Freshman,Female,In-State,3.12,Enrolled
102672,2017,Arts & Sciences,Psychology,Freshman,Male,In-State,2.83,Enrolled
102673,2017,Arts & Sciences,Psychology,Junior,Female,Out-of-State,3.02,Graduated
102674,2017,Arts & Sciences,Mathematics,Freshman,Male,In-State,2.98,Graduated
102675,2017,Arts & Sciences,Psychology,Senior,Male,In-State,3.2,Enrolled
102676,2017,Arts & Sciences,Biology,Senior,Male,International,2.87,Enrolled
102677,2017,Arts & Sciences,Biology,Senior,Female,Out-of-State,2.23,Enrolled
102678,2017,Arts & Sciences,Biology,Senior,Female,Out-of-State,3.11,Enrolled
102679,2017,Arts & Sciences,Biology,Sophomore,Female,Out-of-State,3.55,Enrolled
102680,2017,Arts & Sciences,Mathematics,Sophomore,Female,International,3.02,Enrolled
102681,2017,Arts & Sciences,Mathematics,Sophomore,Male,International,3.66,Enrolled
102682,2017,Arts & Sciences,History,Junior,Female,International,2.99,On Leave
102683,2017,Arts & Sciences,Biology,Senior,Male,In-State,3.27,Enrolled
102684,2017,Arts & Sciences,History,Freshman,Male,In-State,3.54,On Leave
102685,2017,Arts & Sciences,Psychology,Junior,Female,In-State,3.27,Enrolled
102686,2017,Arts & Sciences,History,Senior,Female,Out-of-State,2.86,Enrolled
102687,2017,Arts & Sciences,History,Freshman,Female,Out-of-State,3.03,Withdrawn
102688,2017,Arts & Sciences,Psychology,Junior,Female,Out-of-State,2.5,On Leave
102689,2017,Arts & Sciences,Psychology,Sophomore,Male,In-State,2.68,Graduated
102690,2017,Arts & Sciences,Mathematics,Senior,Male,In-State,2.5,Enrolled
102691,2017,Arts & Sciences,History,Junior,Female,In-State,3.3,Enrolled
102692,2017,Arts & Sciences,Biology,Junior,Female,In-State,2.63,Graduated
102693,2017,Arts & Sciences,Psychology,Junior,Female,In-State,2.81,Enrolled
102694,2017,Arts & Sciences,Psychology,Sophomore,Female,In-State,3.48,Enrolled
102695,2017,Arts & Sciences,History,Junior,Male,In-State,3.56,Enrolled
102696,2017,Arts & Sciences,Psychology,Senior,Female,International,3.33,Enrolled
102697,2017,Arts & Sciences,Psychology,Freshman,Male,In-State,2.78,Enrolled
102698,2017,Arts & Sciences,History,Graduate,Female,In-State,3.64,Enrolled
102699,2017,Arts & Sciences,Biology,Senior,Male,In-State,2.67,Enrolled
102700,2017,Arts & Sciences,Psychology,Junior,Female,International,3.1,Enrolled
102701,2017,Arts & Sciences,Biology,Sophomore,Other,Out-of-State,3.68,Enrolled
102702,2017,Arts & Sciences,Biology,Freshman,Female,Out-of-State,2.57,Graduated
102703,2017,Arts & Sciences,Biology,Graduate,Female,Out-of-State,3.72,Enrolled
102704,2017,Arts & Sciences,History,Senior,Male,In-State,3.74,Enrolled
102705,2017,Arts & Sciences,Biology,Sophomore,Male,In-State,2.93,Enrolled
102706,2017,Arts & Sciences,Mathematics,Senior,Female,International,2.99,Enrolled
102707,2017,Arts & Sciences,Biology,Senior,Female,Out-of-State,2.44,Enrolled
102708,2017,Arts & Sciences,Mathematics,Junior,Female,In-State,3.6,Enrolled
102709,2017,Arts & Sciences,History,Sophomore,Female,International,2.74,Enrolled
102710,2017,Arts & Sciences,Mathematics,Senior,Female,International,2.48,Enrolled
102711,2017,Arts & Sciences,Psychology,Freshman,Male,International,3.2,Enrolled
102712,2017,Arts & Sciences,Biology,Graduate,Male,In-State,2.26,Graduated
102713,2017,Arts & Sciences,Psychology,Sophomore,Male,In-State,3.9,Enrolled
102714,2017,Arts & Sciences,History,Graduate,Male,International,2.12,Enrolled
102715,2017,Arts & Sciences,History,Senior,Female,In-State,2.52,Enrolled
102716,2018,Arts & Sciences,History,Junior,Male,In-State,2.91,Graduated
102717,2018,Arts & Sciences,History,Sophomore,Male,In-State,3.45,Enrolled
102718,2018,Arts & Sciences,Biology,Freshman,Female,In-State,2.94,Enrolled
102719,2018,Arts & Sciences,Mathematics,Sophomore,Male,International,2.33,Enrolled
102720,2018,Arts & Sciences,Mathematics,Freshman,Female,In-State,2.72,Enrolled
102721,2018,Arts & Sciences,History,Sophomore,Male,International,3.72,Enrolled
102722,2018,Arts & Sciences,Psychology,Freshman,Male,In-State,3.24,Graduated
102723,2018,Arts & Sciences,Biology,Junior,Male,Out-of-State,2.64,Enrolled
102724,2018,Arts & Sciences,Psychology,Freshman,Male,In-State,3.45,Enrolled
102725,2018,Arts & Sciences,Psychology,Sophomore,Female,International,2.33,Withdrawn
102726,2018,Arts & Sciences,Psychology,Sophomore,Male,In-State,3.35,Enrolled
102727,2018,Arts & Sciences,Biology,Freshman,Female,In-State,2.48,Enrolled
102728,2018,Arts & Sciences,Biology,Freshman,Male,In-State,2.41,Enrolled
102729,2018,Arts & Sciences,History,Junior,Male,In-State,3.33,Graduated
102730,2018,Arts & Sciences,History,Sophomore,Male,In-State,3.9,Enrolled
102731,2018,Arts & Sciences,Mathematics,Junior,Female,Out-of-State,3.7,Enrolled
102732,2018,Arts & Sciences,Psychology,Junior,Female,Out-of-State,2.63,Enrolled
102733,2018,Arts & Sciences,History,Freshman,Female,Out-of-State,2.54,On Leave
102734,2018,Arts & Sciences,Mathematics,Senior,Male,In-State,3.29,Enrolled
102735,2018,Arts & Sciences,Biology,Graduate,Female,In-State,3.62,Enrolled
102736,2018,Arts & Sciences,History,Sophomore,Male,In-State,2.85,Enrolled
102737,2018,Arts & Sciences,Mathematics,Freshman,Female,In-State,2.86,Enrolled
102738,2018,Arts & Sciences,Psychology,Junior,Male,In-State,2.65,Graduated
102739,2018,Arts & Sciences,Biology,Freshman,Male,In-State,3.35,Enrolled
102740,2018,Arts & Sciences,History,Graduate,Female,Out-of-State,3.08,Enrolled
102741,2018,Arts & Sciences,History,Graduate,Other,Out-of-State,3.91,Enrolled
102742,2018,Arts & Sciences,Biology,Senior,Male,In-State,3.97,Enrolled
102743,2018,Arts & Sciences,Psychology,Senior,Female,In-State,3.45,Enrolled
102744,2018,Arts & Sciences,Biology,Sophomore,Female,In-State,2.95,Enrolled
102745,2018,Arts & Sciences,Mathematics,Sophomore,Female,International,3.49,Enrolled
102746,2018,Arts & Sciences,Psychology,Graduate,Male,In-State,2.96,Enrolled
102747,2018,Arts & Sciences,Psychology,Senior,Male,In-State,3.41,Graduated
102748,2018,Arts & Sciences,History,Sophomore,Female,International,3.04,Enrolled
102749,2018,Arts & Sciences,History,Sophomore,Female,In-State,3.25,Graduated
102750,2018,Arts & Sciences,Biology,Junior,Female,In-State,2.93,Enrolled
102751,2018,Arts & Sciences,Psychology,Freshman,Female,Out-of-State,3.62,Enrolled
102752,2018,Arts & Sciences,Psychology,Junior,Female,In-State,2.76,Graduated
102753,2018,Arts & Sciences,Mathematics,Freshman,Male,In-State,3.14,Enrolled
102754,2018,Arts & Sciences,History,Sophomore,Female,In-State,3.33,Withdrawn
102755,2018,Arts & Sciences,Psychology,Sophomore,Female,In-State,3.6,Enrolled
102756,2018,Arts & Sciences,History,Junior,Male,International,4.0,Enrolled
102757,2018,Arts & Sciences,Biology,Senior,Male,In-State,3.48,Enrolled
102758,2018,Arts & Sciences,Biology,Graduate,Male,In-State,2.82,Enrolled
102759,2018,Arts & Sciences,Mathematics,Freshman,Male,Out-of-State,3.31,Enrolled
102760,2018,Arts & Sciences,History,Sophomore,Female,Out-of-State,3.01,Enrolled
102761,2018,Arts & Sciences,Psychology,Sophomore,Male,Out-of-State,2.93,Enrolled
102762,2018,Arts & Sciences,Psychology,Junior,Female,In-State,3.94,Enrolled
102763,2018,Arts & Sciences,Mathematics,Freshman,Female,In-State,2.4,Enrolled
102764,2018,Arts & Sciences,History,Freshman,Female,In-State,3.57,Enrolled
102765,2018,Arts & Sciences,Biology,Freshman,Male,International,3.4,Graduated
102766,2018,Arts & Sciences,Biology,Junior,Female,In-State,2.31,Enrolled
102767,2018,Arts & Sciences,Biology,Senior,Female,International,2.67,Enrolled
102768,2018,Arts & Sciences,History,Freshman,Male,Out-of-State,3.23,Enrolled
102769,2018,Arts & Sciences,Psychology,Sophomore,Male,International,3.26,Enrolled
102770,2018,Arts & Sciences,Mathematics,Freshman,Female,In-State,2.39,Enrolled
102771,2018,Arts & Sciences,Biology,Freshman,Female,In-State,2.65,Withdrawn
102772,2018,Arts & Sciences,History,Junior,Male,In-State,2.22,Graduated
102773,2018,Arts & Sciences,Psychology,Freshman,Male,In-State,2.27,Enrolled
102774,2018,Arts & Sciences,Psychology,Graduate,Female,Out-of-State,3.89,Enrolled
102775,2018,Arts & Sciences,History,Junior,Female,In-State,3.06,Enrolled
102776,2018,Arts & Sciences,Mathematics,Sophomore,Male,In-State,3.63,Enrolled
102777,2018,Arts & Sciences,History,Junior,Male,In-State,3.27,Enrolled
102778,2018,Arts & Sciences,Psychology,Freshman,Male,In-State,3.38,On Leave
102779,2018,Arts & Sciences,Mathematics,Sophomore,Other,In-State,2.51,Enrolled
102780,2018,Arts & Sciences,Biology,Graduate,Male,International,2.48,Enrolled
102781,2018,Arts & Sciences,Biology,Sophomore,Female,In-State,2.51,Enrolled
102782,2018,Arts & Sciences,Biology,Freshman,Male,In-State,3.36,Enrolled
